	sample_name_R	DBS_LIV_A	DBS_LIV_B	DBS_LIV_C	DBS_LIV_D	DBS_LIV_E	DBS_LIV_F
14	c110116DCLONE2	2.98374366158508e-13	2.21934779591722	3.36682749216603	5.00820196171466	7.46586367972123	1.95535906409157
15	c150216DCLONE2	0.000939421986034002	0.000305622217800109	2.00726848947989	0.00053002828717231	0.000136605591534305	1.0064198590244
16	c180516DCLONE6	8.7456148548052	1.06054263472314	2.74968098770663	4.8038145074692	2.52940079462226	2.12654621752086
17	C30913DClone10	3.02122049337275	0.000230518169345871	0.998863130992438	1.9835336632287	4.8141387273387	2.19761345755717
18	C30913DClone12	0.000422389336522237	0.000247263209917682	1.002505931983	0.00038268714328075	0.000647035208361509	6.0113947048971
19	C30913DClone13	2.55563276009741	0.000247499655609819	0.000188375656849855	1.00361782759536	4.1537594314345	3.30215409159698
20	Healthy15CLONE1	2.00371159337682	0.00017627594439308	2.0059514506595	1.00296259974669	4.25537259245145	3.74742550018951
21	Healthy15CLONE2	1.00242724257095	0.000231369891937107	2.00422929085517	3.48497550957353e-13	5.91404453182744	1.09466758372691
22	Healthy16CLONE1	7.66412866334921	8.77976538795342e-05	3.17735139459942	1.00227311695891	8.31207228617505	0.859686767172333
23	Healthy17CLONE10	0.00052917058934381	7.28915972214486e-05	5.14497410248086	2.30217921996799	6.9849254342397	1.5829192203333
24	Healthy17CLONE3	3.27490722212264	0.000110313021921357	3.00878057913059	5.00088528745023	5.16185021926655	2.56906637038205
25	Healthy17CLONE4	3.34529451268974	0.000128179858557521	2.17452217743466	1.00288164925129	9.89795701161156	4.59481647642621
26	LiverC150216DHealthyPO	3.01281216587045	1.03504053946089	2.00734460150269	3.48497550957353e-13	3.71563747916314e-13	2.96040272158094
27	LiverC150216DHealthyPOA	0.000581208820774162	0.000231385745279317	3.0078235632208	0.000403842755588899	5.31592837296057e-05	2.00650687988066
28	300:PD37509b8	1.00955855497917	0.000413412388194058	0.00118657037880046	0.00133557312295778	0.000516218955621981	0.00258967065000456
29	312:PD37510b11	0.00197128503782259	0.000424793994773303	0.000746340417807507	1.00878283700544	0.000513859826549784	0.00316087512678949
30	HLS:1	0.00189249260193302	0.00047085483591543	0.00103258577676152	0.00196584417500193	1.00715819363582	0.00308002758899198
31	HLS:10	0.00187632830171049	0.000419679594489353	0.00121198599799156	0.00139128910283354	0.000632784551785301	1.01006793218117
32	HLS:11	0.00132223299208149	0.000396209633261982	1.00630907497999	0.000902241591204947	1.00460179226535	0.00206846061934111
33	HLS:12	1.00773989469337	0.000371155619148028	0.000492924730922325	1.00485206405239	0.000289975615617431	0.00185397719799578
34	HLS:3	2.00657140212137	0.000248914845305994	1.40232158598869	2.0071102420367	2.59934785403146	3.13171007111132e-13
35	HLS:4	0.00252323487598553	0.000441129882269771	0.000657740704401724	0.00173726859034641	2.00748336479865	0.00275725838632384
36	HLS:5	0.00158990874744437	0.000426947713784832	0.000477213631950269	2.01012711641019	0.000351408883923116	0.0026273874813464
37	HLS:6	2.0109042708659	0.000394738920467417	0.000884570400030695	0.00100129612119181	0.000275899637299322	0.00213922499656582
38	HLS:7	3.00530774239591	0.000332693308107934	0.00014180133169161	3.00899903611727	9.61296422954744e-05	0.000722572955831591
39	HLS:8	0.00178694037072657	0.000420709255981901	1.00869384563998	0.00109931870730604	0.000466048203823888	0.00313315131255192
40	HLS:9	3.03077559606861	0.000233573268241739	1.00409870923978	0.000360521625685562	3.71563747916314e-13	1.98013161410927
41	O132:PD36813h	0.000334048522473482	1.94347225937911	0.000257598538767819	1.039394221288	0.000261384459182687	1.03188048045391
42	O132:PD36813h3	0.00102148186263164	0.00038130542883834	0.000471900778025032	1.00627117862313	0.00036668374114131	2.00708744044774
43	O132:PD36813h5	2.00587350699123	1.00213069718066	0.000102778036122815	1.00372541418831	1.00324420869698	0.000523386827235183
44	O132:PD36813r12	3.48783615398649	0.000277252658721012	0.000219076815018809	3.48497550957353e-13	7.52414560258935	1.00312190497611
45	O132:PD36813r14	2.00357895991687	0.000295962437684049	0.000159004265048038	2.00459290124357	2.00352581647598	1.0034473364837
46	O132:PD36813u2	3.02120626646684	0.000259846789402677	1.02584030995895	2.97365005096844	4.99464350874507	3.13171007111132e-13
47	O162:PD36813g2	0.000504721802016533	0.000326657044498441	0.000278131243168745	1.00491419465194	2.18919450694095	2.8203817759805
48	O162:PD36813g4	0.000417444285852984	0.000297639319026011	1.00188624562385	5.01092744010926	6.00207119310729	3.13171007111132e-13
49	O162:PD36813s12	4.01742130263992	0.000267711428803767	0.000375508811744345	1.00454637810466	2.99349583814977	1.99949324952655
50	O162:PD36813s7	0.00158990874744437	0.000426947713784832	0.000477213631950269	2.01012711641019	0.000351408883923116	0.0026273874813464
51	O162:PD36813v3	0.000704902627258116	0.000353109597773302	0.000671276838942656	5.00375373153338	2.00944850867613	0.000668425316067066
52	O162:PD36813v4	2.00749705310047	0.000302149532823029	0.00265093949705468	0.00436896084090767	0.000676297865987695	3.00010459928137
53	O174:16	0.00163765463873027	5.00690312078548	0.00111053072271834	0.00200512165495478	0.000645111560668945	0.00329846522110328
54	O174:PD36814e5	1.00045690219775	4.00508743568257	2.00580136667967	3.48497550957353e-13	2.30223257150664e-05	1.00423130382221
55	O174:PD36814e6	1.27633987916056	76.7807671650821	0.000340462082827421	0.954997848893897	1.00315470620045	1.08122172425312e-12
56	O174:PD36814e7	2.98374366158508e-13	4.02335751476458	0.000178761603208704	1.00404272073098	2.98486393487265	1.00315705878473
57	O174:PD36814e8	1.23709010321026	39.5556307158559	1.71687557711634	0.978609411860292	2.52739423993618	3.13171007111132e-13
58	O174:PD37226d4	0.000723105946200345	2.45434232457475	0.000666211192751105	0.0010797580279314	2.55609684793948	0.00269175105642246
59	O174:PD37226d5	0.000637098051119851	1.04425263611355	0.964217954097696	2.41920412923713e-05	1.00488099929076	0.00158713288668084
60	O174:PD37226d6	1.00609097159194	5.00592815995145	0.00013783266155925	3.48497550957353e-13	1.00365346804982	2.99978957060842
61	O174:PD37265e	1.44774275488707	17.868478444498	2.44821747851521e-05	0.252827483173456	0.000889018167148157	2.44563783132325
62	O174:PD37265e5	1.99468701490952	40.5744604378203	0.00018057415105985	1.44062357670111	1.3643964768993	5.64125194193258
63	O176:PD36814f4	0.00103308342052138	0.00031929572478508	2.00694503548191	1.00518336639767	0.00018319851998449	0.00193603874553453
64	O176:PD36814f8	2.00406518891714	0.000289768962074937	2.00515258590917	0.000464565576892245	2.00536218220182	0.000265733447055886
65	O176:PD37226e4	1.00601438291685	0.000337733954861456	0.000288665683820944	1.00433503451941	1.31442600695016	0.690198165893255
66	O176:PD37226e5	1.00618300760873	0.000371753982963887	0.000490848349657407	1.00641127869199	0.000290037698643566	0.00185306556340752
67	O176:PD37265f	0.00109029993999185	0.0003944249399807	0.000847058263467051	2.00625117302889	1.00455478420476	0.00246224115027443
68	O176:PD37265f2	0.00126305446498625	0.000396183332995702	0.00055724069192946	0.00101681146912531	1.00505018376346	1.007316524623
69	O176:PD37265f4	2.83648642801804	0.000377717735150814	0.000190294673983318	3.99909987026758	1.17924048890865	0.000205166009144494
70	O187:12	0.00117632741250921	1.00345473723039	0.000489847528709184	0.00137252445999504	1.00278052886507	0.00632603403918965
71	O187:PD36813e	0.00130392397740538	0.000406403961530274	0.000422356250451082	1.0061756235162	1.00109583893526	0.00619584341099143
72	O187:PD36813e5	1.00462435003861	0.000240398228455596	2.00452914637609	4.00594761488238	8.4215833024044e-05	0.000174267785029136
73	O187:PD36813e6	1.00034851523665	0.000402664354289531	1.00435053401141	0.000168526248816447	3.67353904711741	1.33679072153078
74	O187:PD36813t20	0.00132345826153778	0.000419105710875532	0.00058217132671944	0.777727988373841	0.000336217218741354	1.23521105214994
75	O187:PD36813x15	2.00592589039608	0.000336646625838346	0.000714862801136934	2.00720488459264	0.000326578090581107	0.00109112132651507
76	O187:PD36813x16	0.000224824136136959	1.00251949438544	3.0082959920264	3.48497550957353e-13	4.43364196430835e-05	1.00451539393957
77	O189:PD36813ad17	0.00108686055800559	0.000366526035755198	0.000221020016175699	6.01188030241217	0.000255387858564485	0.00178985186696542
78	O189:PD36813ad2	1.0029415596044	0.000402149799268453	0.000278804794952339	1.00479346636005	2.00548890119126	0.00169510740126491
79	O189:PD36813ad6	0.00198642618953763	1.00478595015439	0.00173152142413118	0.00208720197910787	0.0013724414592899	0.00363645971747898
80	O189:PD36813ad8	0.000714628144340806	0.000343581675142428	1.00411623598967	1.00407625870454	3.00553529459777	0.00081400163984999
81	O189:PD36813ad9	0.000571433488653801	0.000284033992013522	1.00616495786438	0.000452141252181141	0.000194076346265871	4.00793336942879
82	O189:PD36813d3	1.00608520337995	0.000322111673447392	0.000231771863683696	2.00128535380296	1.00309046699902	1.0045850740409
83	O189:PD36813d5	1.00955855497917	0.000413412388194058	0.00118657037880046	0.00133557312295778	0.000516218955621981	0.00258967065000456
84	O193:PD36814g4	1.00277297291882	0.000376125412137798	0.000294237608492236	1.00427551883551	1.00314510375554	1.00473603172886
85	O193:PD36814g7	0.00111285937024511	0.000403786452744456	0.000350362575133849	1.00650405253156	2.00419098595885	0.00303794178277481
86	O193:PD36814g8	1.00644212807135	1.00218962644896	0.00013260141759438	2.0020260070637	3.00023614721304	1.00457346971302
87	O193:PD37226f5	0.00132194700517548	0.000405171092024371	1.00614785028607	0.000902511001835907	1.00475407969121	0.00206845300254092
88	O193:PD37226f6	0.00131696601939377	0.000388897873617867	0.000555786276883177	1.00628958266967	0.000326543159307838	1.00672221515593
89	O193:PD37226f7	0.000590671959823426	0.000302033279731612	1.0054409212139	0.000374105267354455	1.10552805090625	2.90336422851877
90	O193:PD37265g6	1.00469114232866	0.000440055636419907	0.00047861888912545	0.00093205666252169	2.00752828791332	0.00152983628051142
91	O193:PD37265g7	1.99997481838928	0.000216292740899638	2.00531901989787	3.00537026211122	2.00071217653563	1.00400742945399
92	O193:PD37265g8	0.000573221188726024	0.000259855487670896	2.72716716577061	0.000478586817133258	1.28038437096502	1.00673683423456
93	O208:PD36813ae	1.00358921700503	0.000208117233451102	2.42952165241009	2.48543965678128	1.4447425058802e-05	1.09682692064125
94	O208:PD36813ae3	0.0008875509946324	0.000385735579865407	0.000232876803850066	4.00870897564315	1.00439233979525	0.000992485630615829
95	O208:PD36813ae7	0.775468986877949	2.39826183386828	0.995530966505911	0.841224524090961	0.00366667543403926	0.0014470219283818
96	O208:PD36813c	0.00232735676523102	12.0106278794939	2.00062829498655	3.48497550957353e-13	0.00037208974086713	0.00164441679240271
97	O208:PD36813c2	0.000222666766747788	1.0246709283212	0.000203946177210234	1.98497376802744	1.00428094482107	0.00124772852514448
98	O208:PD36813c3	1.0040454424616	2.04602969888821	2.00307455994084	1.95911023273908	1.00334007704116	3.13171007111132e-13
99	O225:PD36814h2	0.999898486726785	0.000341922922051733	0.00131036568210465	3.01264690537453	0.000220755792773969	0.00118153830092691
100	O225:PD36814h4	1.00252346212598	0.000329778825990913	0.000212597456214323	1.90854724274635	2.00220374962406	1.10178315037161
101	O225:PD36814h6	1.0069500668614	0.00039455742125737	0.000661771662028166	0.00105719212490236	1.00482089792205	0.00171551309827436
102	O225:PD37226g5	1.00361140625801	0.000254215927687652	2.00028221926003	0.000262480391573084	2.00466232202102	1.00652738035252
103	O225:PD37226g6	0.000124890939540043	1.0208476969616	0.984782265897261	2.00536791500917	1.00090929377873	0.00356793305636108
104	O225:PD37226g7	0.00186042358419857	0.00041959116701969	0.00121394558027991	0.0013908687492012	0.000632114769214795	1.01008305588008
105	O225:PD37265h5	0.00067883508067827	0.000323634482254785	1.00402191176875	1.00359633154126	1.00298789445196	1.00399139590637
106	O225:PD37265h6	0.0008184983589949	0.000388500007223133	0.000427789390678578	3.0087293857671	2.00360138389426	0.00163441418480343
107	O225:PD37265h8	0.00110982685140392	0.000396561276679397	0.000319426250786481	2.00654406927465	1.00560018147103	0.00162991639205231
108	O232:PD36814i	0.00161558674441627	0.000250052447067486	3.00816025127747	1.00350015919647	0.00011973846231087	1.00195424330521
109	O232:PD36814i3	0.00104029230503098	0.000421899299887003	0.000438584156063799	0.00081956809906463	1.71174688280426	1.30113277063079
110	O232:PD36814i4	0.00136879002254249	0.000410464857410186	0.000430865391589575	1.01857708167663	0.992630790651023	0.00218199735977177
111	O232:PD37226h4	1.00381702883171	0.000334027173516989	0.000356415422738503	0.000376881088990051	1.08557067446323	2.92514497120376
112	O232:PD37226h7	0.00139142268195602	0.000432629436546066	0.00050221759934328	0.00159676237861725	3.00912608891753	0.00255087484708562
113	O232:PD37226h8	0.000564859363757528	0.000323917916728406	2.00552637294277	1.00343714683781	3.00489583492793	0.000851882171070655
114	O232:PD37265i2	0.00432870049365695	0.000298802212185258	2.00529545673247	0.000529759302764798	0.000300973776460983	1.00484633404467
115	O232:PD37265i7	0.00130360044561262	0.000374020874808313	1.00526235453055	1.00598293005177	0.000263711572678162	0.00241338740191732
116	O244:PD36814k2	0.000432123530524913	0.000167926357869788	3.87800882812731	1.13626877891951	4.339826981991e-13	2.00072238473494
117	O244:PD36814k6	1.00498609942791	0.00036659075733549	0.0089082664952666	1.99087254841638	1.00831594433164	1.00215053252934
118	O244:PD36814k7	0.000860873978030818	0.000368136688174236	0.00178830958893818	2.94407384905388	0.0002472357806168	1.06826156954389
119	O244:PD36814k8	1.00625635891061	0.000390750612530072	0.000490669343228015	1.00631898230139	0.00029004185353186	0.00185318887493996
120	O244:PD37265k	2.01014353999611	1.00309395666303	0.000230204923734534	0.000219587086819255	0.000207765510532589	0.00170494767758048
121	O244:PD37265k2	1.00955238208475	0.000413246952382781	0.00118737118358824	0.00133834147817458	0.00051647526818188	0.00259218350765676
122	O244:PD37265k3	0.000884007349940743	0.000395094817400267	0.000352718781840778	1.00465801599982	1.00385161846016	1.00545853437886
123	O251:PD36813ac15	1.00597017762927	0.000341931165997823	0.00131286060090691	3.00657522779694	0.000220624562771685	0.00117915309791839
124	O251:PD36813ac16	1.00955746976616	0.000413600253886793	0.00118688904112796	0.00133553002154442	0.000516243739823191	0.0025902676522124
125	O251:PD36813ac18	0.000806528021862129	0.000366197454520225	1.00231733707316	1.00468838172467	2.00531378309129	0.002107774729793
126	O251:PD36813ac2	0.00132223299208149	0.000396209633261982	1.00630907497999	0.000902241591204947	1.00460179226535	0.00206846061934111
127	O251:PD36813ac4	1.00109067193089	1.00203360387078	1.71093987060132	1.30062084924584	0.000130670423308398	0.000784347122761862
128	O251:PD36813ac7	0.00102343631823393	0.000362046901175576	0.000473405172108725	1.00570845815073	0.000290555510101389	2.00774208883389
129	O251:PD36813b4	1.00574301993015	0.000310872835582938	0.000345706532131046	2.85211642895382	1.00287165321979	1.15421229299554
130	O251:PD36813b5	0.00166112928702327	0.000234733594835859	3.00684650226773	0.00040382589640121	0.000195362100879384	2.00625848654726
131	O251:PD36813b6	0.00108464744581079	0.000387018445212575	0.000432030096442809	0.000874855993863547	2.00637660842117	1.00644483656758
132	O311:7	0.00131635704717065	14.0085634910772	0.000580817602841028	0.00195380102174229	0.00033514817030982	0.00285039790467742
133	O311:PD37512a11	0.000496823562824996	0.000287930938757391	2.00584379642328	0.000174837928504457	4.00727040064635	1.00152623156926
134	O311:PD37512a4	1.85238082969224	0.000245473520036576	1.27208799914253	2.59817277538235	3.48784361329009e-05	1.29267803921401
135	O311:PD37512a5	0.000640085964540543	0.000322199942957326	1.00262537039506	3.00738439702925	0.000163562792113551	1.00446437138202
136	O311:PD37512b	0.00198662268279362	1.00478562008493	0.00173149615898409	0.00208725740737236	0.00137245599759585	0.00363654859225132
137	O311:PD37512b7	2.98374366158508e-13	7.14512624289595	0.000194805367726021	1.86805908868801	0.000261193712756117	0.00195865995653215
138	O325:PD37513a13	0.000592260535889633	0.000363860564738203	0.000251780090635528	1.906428706117	3.0114406654229	1.09652270658538
139	O325:PD37513a2	0.000732285592427441	0.000363215566802923	0.000313601923336289	1.00384708459381	1.71079158984293	1.29955221122417
140	O325:PD37513a20	2.00474153738269	0.000299406122018329	1.00332881098189	2.00641354355772	0.000111947119864143	0.000704752093804758
141	O325:PD37513a21	1.00507784079767	0.000304753771648547	1.00409554322472	0.000207923004980482	7.0025070542307	0.00340688925911507
142	O325:PD37513a3	1.00903851386194	0.000292886753753624	2.0038208482908	0.000646786238798265	0.000165756745961251	0.00163523539233891
143	O325:PD37513b5	0.00189249260193302	0.00047085483591543	0.00103258577676152	0.00196584417500193	1.00715819363582	0.00308002758899198
144	O325:PD37513b7	1.0043262825737	0.000340815483896168	0.000390331786519676	1.00492460760753	0.000195402685001908	1.0054225514963
145	O325:PD37513b8	0.00178694037072657	0.000420709255981901	1.00869384563998	0.00109931870730604	0.000466048203823888	0.00313315131255192
146	O333:PD36814l2	0.000810749917253376	0.000362322640621941	1.00662422448842	1.00369258722333	2.00200005212675	0.00211006576961882
147	O333:PD36814l4	2.00901841714754	0.000309256608429643	1.00427090588382	1.00477301750321	0.996583837426069	0.000644569874780802
148	O333:PD36814l7	1.9549407413342	0.000269730116106413	2.01900588653615	2.00481022209221	5.03657342384691	3.13171007111132e-13
149	O333:PD36814l8	0.000812602588164681	0.000359950119083897	1.00426717190041	1.00529926179174	2.0038239477022	0.00103706801693079
150	O333:PD37226i5	0.00126305446498625	0.000396183332995702	0.00055724069192946	0.00101681146912531	1.00505018376346	1.007316524623
151	O333:PD37226i6	2.01201925146809	0.000363525436003185	0.000427025590873036	1.00112294864712	0.000205860027371161	0.00146138123993573
152	O333:PD37226i7	1.00573691752172	1.00221730915945	0.9968850744947	0.00067832969126523	1.00942232780143	0.000660054668889226
153	O333:PD37226i8	1.00113930201585	0.000313379771737697	2.00629278454274	1.0031536436124	1.00392176551653	0.000779141928500983
154	O333:PD37265l2	5.0085401986781	0.000310004635159068	0.000391470449503256	0.000567770802431662	2.00527714693288	0.000513408086799654
155	O333:PD37265l6	0.0013879644148769	0.00043301144698733	0.000497960827798453	0.00157206132906342	3.00841407894096	0.00329491890231856
156	O337:33	0.00184587918281551	0.000418945753498499	0.00118297762985205	0.00139167753811941	0.00107500491980474	1.00968551470498
157	O337:PD36814m5	1.27686174299999	0.000149910999551538	3.72376389102496	0.000245990833926626	1.00236192092624	3.01221659145111
158	O337:PD36814m8	1.00594302422439	1.01228313047922	4.56591400280516	6.43145985016417	3.71563747916314e-13	3.13171007111132e-13
159	O337:PD37226j4	1.96848485342138	1.04137424632899	0.000166555571147219	6.41690397641832e-06	1.00449878136286	0.00106914690704262
160	O337:PD37226j5	0.00101951920729086	1.00160586096362	1.99719508085586	2.00292880597695	1.00314991236186	1.00970082955366
161	O337:PD37226j6	3.00841655840709	0.00019366633920111	1.40674741048619	4.59302656550069	3.71563747916314e-13	2.00721577979414
162	O337:PD37226j7	5.81706151603507	1.04850539781366	3.06379246101292e-13	3.48497550957353e-13	3.71563747916314e-13	5.15003308842633
163	O337:PD37226j8	5.04937196834513	0.00021254572083625	1.01028035951111	1.96054794194524	3.71563747916314e-13	2.99518718282655
164	O337:PD37226o4	3.58596393047538	2.85904949622901	2.35699628988413	8.18982462258107	0.000627058238096911	6.02313856696771
165	O337:PD37226o5	0.778492534583432	2.26911179321885	2.70346158374451	3.77628283873593	1.34926802944145	5.13898322345399
166	O337:PD37226p7	2.44236857080939	1.72931938272693e-05	3.56465080372432	3.98786902588824	4.5691416267458	6.45155268645767
167	O337:PD37265m3	3.6129975212503	2.2418351901014	1.23471168584742	2.96066330260184	3.00606880377832	1.9593234867833
168	O337:PD37265m4	3.04856058732769	0.000215388583994178	1.00530188058007	2.00204013588825	1.00299799726812	2.95648400597946
169	O340:PD37226k2	1.00993930490828	0.000328770308287892	1.98652331849708	3.01092330737354	0.000200857813263012	2.0076844419417
170	O340:PD37226k5	3.75036261076105	0.000210723908965625	1.18191900468794	0.000253919302978389	1.11004629541216	1.97280746143306
171	O340:PD37226k6	4.00858681908772	1.00164311843333	3.05775387183588e-12	3.48497550957353e-13	1.5352174870821	2.47015257540251
172	O340:PD37226k8	0.000708391778114111	0.00032896083972626	1.00550024541913	0.000506120259685077	0.000185275928179835	3.00837101841013
173	O340:PD37457e6	0.00158017077482537	0.000452143433188601	0.000664332885177639	0.00172410902227236	2.00841384659579	0.00276539452521572
174	O340:PD37457f4	0.000544373759665066	0.000304723104100331	2.0041306832308	0.000157733376210925	5.99885354075398	0.0116089643557618
175	O340:PD37457f7	2.00475068477779	0.000282466100156943	1.00422213029911	0.000273161254497236	1.71157752412242	1.29449404511738
176	O342:PD37514a	1.00508289064343	0.000309661279495961	1.0040563896419	2.0050202605887	0.000169615825432171	0.000961178833846493
177	O342:PD37514a2	0.000920839528011742	1.00407456947221	0.000334021787774744	1.00719729621243	0.00038333357591179	0.00268993176011807
178	O342:PD37514a3	0.00111186383538879	0.000420809194023017	0.000350032100493785	1.00564826858442	2.00503419449204	0.00303482047108696
179	O342:PD37514b3	1.00581152865813	0.000395938332484994	0.000461685849509014	0.000549526648061426	1.00379861068694	1.0045827086445
180	O342:PD37514b7	0.00130398209245155	0.000365928819636619	1.00556851361371	1.00568465450305	0.000263630216020496	0.00241329563911177
181	O342:PD37514b8	1.00617767229897	0.0003619479762201	0.000754470009562264	0.000773130841649165	0.000243799006247265	1.00728898006655
182	O395:PD37226l5	2.00834081492844	1.00267001288017	0.000150554351172339	3.48497550957353e-13	0.000103906340780796	2.00433471281214
183	O395:PD37226l6	1.00620720263741	0.000353296947357847	1.00602589476161	0.000774967495472521	0.000248657314006244	0.00198999477101513
184	O395:PD37226l7	1.01150118655361	0.000418004178897526	0.000492429676689155	1.00104304098247	0.000289721058711143	0.00185560949332411
185	O395:PD37226l8	1.00501785580709	0.0003385768251321	1.00401834832743	0.000568509467865257	2.00392771379035	0.00172900693178483
186	O395:PD37457b4	0.00178694037072657	0.000420709255981901	1.00869384563998	0.00109931870730604	0.000466048203823888	0.00313315131255192
187	O395:PD37457b5	0.00189793538724256	0.000470821853953545	0.00103389462417998	0.00196887504490124	1.00714511503113	0.00308335667302612
188	O395:PD37457g5	2.01787545987683	0.000270389488702398	1.00425501644721	0.000341672937212991	1.00247312332106	0.990384350662843
189	O401:PD37226m5	1.00278825007016	0.000372843448451995	1.00548366011705	0.000647604517919054	1.00440562942538	0.00190202496119787
190	O401:PD37226m7	2.02615331593161	0.000227060719352145	2.01186971638918	0.978895279881759	0.995272715802282	1.00318192916266
191	O401:PD37226m8	0.0012663083098426	0.000396216845419406	0.000557230912831625	0.00101878104060704	1.00497814209389	1.00738331914298
192	O401:PD37457c4	0.000814332122746907	0.00034965011033734	0.999723655398218	1.00674524490984	2.00691334472321	0.0010537747767844
193	O401:PD37457h2	0.00178650809646103	0.000430383116306542	1.00868421898325	0.00109957942289191	0.000466193989618458	0.00313312988172461
194	O401:PD37457h5	1.00504236744459	0.000312263801516493	0.000238964088867901	2.00820468804757	0.000168765672743555	3.00163293347931
195	O438:PD37457i4	2.48503745463102	0.000208105146171016	3.04323943204177	0.000311214535988639	3.48680359875357	2.31990445390377e-07
196	O438:PD37457i5	0.000694204485415176	0.000380014649027632	0.000321388479059069	1.00367840781567	1.16185753173482	1.84866844218549
197	O438:PD37457j7	0.000732917810035937	0.000363550302133942	0.000312981784157131	1.00591136896396	1.71273349707006	1.29554567279395
198	O438:PD37457j8	0.000535481057750652	0.000311224727914924	1.00781302898294	1.00846582238738	2.9920664974139	1.0064079459383
199	OO10:PD36814d5	2.01213174008516	0.000306890483350504	0.00115404655228632	0.000498870553048991	0.000234229344613282	2.00127422338761
200	OO10:PD36814d6	0.000736141765412192	0.000363123165880828	0.000317090471847723	0.989570210976966	1.71584528567557	1.30876813680013
201	OO10:PD36814d7	1.00377395649535	0.00030969916648457	1.00396920947859	2.00641501531019	0.000169822294355734	0.000962294054160866
202	OO10:PD36814d8	1.00309655958193	0.000326511315997395	1.00409128747218	1.00430686474913	1.00327072861294	0.000508052234514995
203	OO10:PD37226c5	0.000752623595388095	0.000383804795487944	0.000286354607435165	1.94431115593376	1.3708794423185	0.698986600104652
204	OO10:PD37226c6	0.00109909662161189	0.000378698830826032	0.991735627931117	0.00276796923308533	2.01788953954637	0.00172907831569991
205	OO10:PD37226c7	0.000688491010730842	0.000350869219883819	0.000324082892389686	1.00384442320912	1.0037599825468	2.0066321406433
206	OO10:PD37226c8	0.00107911906239953	0.000372572199652883	0.000757809001736425	0.000894250274827968	0.00177356057269449	3.0107226880706
207	OO10:PD37265d	2.00396729274507	0.000335142388220099	0.000286150546396879	1.00672323237068	1.00356056405003	0.000727608877893688
208	OO10:PD37265d5	0.000728767741164434	0.000363593940946145	0.000287080282284496	2.00589115846676	1.00375960449177	1.0045697763283
209	OO10:PD37265d8	0.00954005967790178	0.000255710109810084	1.26729611444873	1.29677957184335	0.000328050551822291	4.44140049806956
210	OO13:PD36719a_lo005	1.00530423183585	0.000250698818875663	3.00798612604849	0.000561869285941987	0.0001056441413766	0.00139147059155828
211	OO13:PD36719a_lo008	1.99924199796071	4.00805953222233	0.000751041864087667	2.33898775278593e-05	0.00629907779951979	0.00122496488183857
212	OO13:PD36719a_lo018	0.999198817689718	10.0110277138718	1.00328092030688	3.48497550957353e-13	1.00267872805674	1.99941384121928
213	OO13:PD36719a_lo022	2.98374366158508e-13	13.0052051338153	0.000368677542454941	0.000200935402791235	0.000426624575273988	4.00939863949044
214	OO13:PD36719a_lo034	2.98374366158508e-13	48.5781067982507	1.43207454527281	3.48497550957353e-13	2.00541527181197	3.44557991318284e-06
215	OO13:PD36719a_lo048	1.23071757977347	38.418971347475	3.84613924369603e-11	3.48497550957353e-13	3.71563747916314e-13	2.36591110783989
216	OO13:PD36719a_lo049	4.68933766053328e-05	1.01634864035032	0.000175205647180136	2.99141882131151	3.0030190604288	1.00459134991792
