	sample_name_R	DBS_COL_A	DBS_COL_B	DBS_COL_C	DBS_COL_D	DBS_COL_E	DBS_COL_F
22	EGAF00000860184	3.82377065162294	1.67342162065115	0.000314423461829277	1.90847092097018	1.80160196214059	1.80801246824201
23	EGAF00000860185	0.00185048170038883	3.38763663372561e-13	2.20882831281498	0.000305022723386406	4.84004066205016	2.96456659020657
24	EGAF00000860186	0.00194271354980621	3.38763663372561e-13	0.000352703560066321	3.01756332083119	5.02205392266841	0.973648650154361
25	EGAF00000860187	1.81696570531783	1.71768033810931	0.000345875759633319	2.87681076956239	1.80076358116727	1.80301865764917
26	EGAF00001014392	0.633524301871221	1.62070474022057	0.0003253702477996	0.824757051099735	1.99964538472314	1.93664803318552
27	EGAF00001014393	2.97554025319429	2.11944342256524	0.000322211121787056	2.9202852750619	3.56772648470925e-13	3.23916816732829e-13
28	EGAF00001014394	6.36389982854327	3.38763663372561e-13	0.00032602257261645	2.00856014607184	4.4578801918711	1.18489985198267
29	EGAF00001014395	1.42338538122485	3.38763663372561e-13	2.07979402940976	7.51190886674275	0.000229614736683482	0.000206746353361628
30	ste01166a	1.01029070344309	0.000924129887260536	0.000441168073715593	0.000812511749892288	0.000847966880278897	0.0022825412635123
31	ste01167f	2.00231711044138	8.90774368144032e-05	0.000369353409461087	1.00502699156201	2.00704009153283	0.000742022237067646
32	ste01205a	0.00294845038096503	1.00701599276227	0.000766311372336873	0.00196620058093777	0.00113036938230927	0.00178349501107603
33	ste01205f	0.00293748195785054	1.0070179421643	0.000767188567528248	0.00197111472585051	0.00113117116574781	0.00178592089000557
34	STE1207A	5.06066667563494	3.38763663372561e-13	0.000329633982171963	3.95401053142322	0.000285626716826758	0.000263663440389157
35	300:PD37509b8	1.00998178563741	0.00128933342534924	0.000457933654839949	0.000797089694544377	0.00082932009033291	0.00224356321886657
36	312:PD37510b11	0.00248958299211857	0.000851287333250264	0.000404759917583496	0.000849286859948472	0.000609794382668356	1.01039511240521
37	HLS:1	0.00270972636020959	0.00115025696776358	0.000456354539051225	0.00146637389515182	1.00741153060191	0.0024039906617911
38	HLS:10	1.01027051176875	0.000948785019451924	0.000439866904600896	0.000810957686515578	0.00084833450720045	0.00228056571126619
39	HLS:11	0.00178701599306788	0.000838985288616122	0.000408230501536219	1.00592439139593	1.00505907253226	0.00157064051993036
40	HLS:12	1.00636469795669	0.00191931350502036	0.000370934259441026	0.000731199533614188	0.000186852511375733	1.00602586771235
41	HLS:3	1.22606257638591	2.25020881084158e-05	0.00034889247342299	3.7879772049816	3.00067282630841	0.000472232941762721
42	HLS:4	0.00142679083999915	1.14597573196234	0.000455503019226429	0.000254086717623037	0.866482421626863	0.00101628674319184
43	HLS:5	0.00180866375955404	0.000620239854824634	0.000363139467159751	0.000613985324795554	0.000331018776126731	2.01186260578071
44	HLS:6	0.72570138909506	1.28793385849316	0.000533243881310391	0.000111165533617886	0.000487030386831908	0.000846476496649658
45	HLS:7	0.00382113908699308	4.08273163694043	0.000446803952011268	0.922822806883052	3.56772648470925e-13	1.00581230733067
46	HLS:8	0.002888384715277	0.00126841682754287	0.000445177567215759	1.00795646245503	0.000816261302946762	0.00221537312557689
47	HLS:9	1.88860042659972	1.31064991827982	0.000322034036684932	1.54090123127302	3.56772648470925e-13	1.27512326983454
48	O132:PD36813h	0.000957289700077678	0.000362601128943705	1.97782888555763	1.01173779945297	0.000258999018412625	1.02444432447735
49	O132:PD36813h3	2.96356691319643e-13	1.00468572781225	0.000346877023097371	3.20705215590831e-13	3.56772648470925e-13	2.01057786894648
50	O132:PD36813h5	1.98546449324174	0.000396605872768706	1.02304586405345	2.54708495385556e-05	1.00265370463923	1.00401003815796
51	O132:PD36813r12	4.00929788128065	3.38763663372561e-13	0.000316678521516793	0.000252644485852225	7.00192448646059	1.00379200440533
52	O132:PD36813r14	2.00540422699477	3.38763663372561e-13	0.000324255753440568	2.0037985916769	2.00342616201671	1.00262139801633
53	O132:PD36813u2	0.998166262754851	1.66661849250954	0.000275531516370233	3.20705215590831e-13	5.41556927188758	3.93497727433333
54	O162:PD36813g2	0.927927020117947	1.29569173480289	0.000336914478954983	0.97812084799182	1.92414249493051	0.88938088438974
55	O162:PD36813g4	2.96356691319643e-13	3.21245417390308	0.000327160297114588	2.15163162482291	5.81032177030635	0.840868354066555
56	O162:PD36813s12	3.77457359906741	1.52714997150298	0.000321000548608828	3.20705215590831e-13	3.70821317082688	1.00534838829101
57	O162:PD36813s7	0.00180866375955404	0.000620239854824634	0.000363139467159751	0.000613985324795554	0.000331018776126731	2.01186260578071
58	O162:PD36813v3	0.000879978537098879	0.000826508651320654	0.000328162670722404	5.00048829786469	2.00472049216734	0.00830378252792658
59	O162:PD36813v4	0.675063124011655	1.44702207898093	0.000436677799485829	1.0004548794219	1.01306270729867	0.879563678766655
60	O174:16	0.00295625066028884	0.000881392449028686	5.00740789167702	0.00163551460877523	0.000717611419374302	0.00200143694383492
61	O174:PD36814e5	1.00480756887167	0.000385323014904432	4.00254762764756	2.00478571665809	0.00019152992962173	1.00286142260075
62	O174:PD36814e6	0.000774036792033802	0.000380670247957767	78.026336890224	0.982757943166858	1.00534071598891	3.23916816732829e-13
63	O174:PD36814e7	1.00199972989614	3.38763663372561e-13	4.00898631587297	1.0047340198869	2.99984913059023	1.47723379909061e-05
64	O174:PD36814e8	0.00296440892219499	0.000566932213268149	41.0807686698238	2.00026917570208	2.93100687148388	3.23916816732829e-13
65	O174:PD37226d4	0.00374791059130236	0.000298274906551425	2.5269744778661	0.000710011357715615	2.48292874590174	0.000936284285937366
66	O174:PD37226d5	0.00101703189311291	0.000459904595663918	1.05234976394738	0.00044832546521661	1.00529847657062	0.956024597661416
67	O174:PD37226d6	2.01695650562423	0.000506434925584391	5.00302425019705	0.00590732015073835	1.00574493702261	1.98345655458632
68	O174:PD37265e	0.218411882725333	0.0783775083598016	18.7147774790856	3.20705215590831e-13	0.996015184160622	2.00801689824695
69	O174:PD37265e5	0.00281109574112008	3.38763663372561e-13	41.3537451874986	0.993114419316521	3.2551803489001	5.41073343611334
70	O176:PD36814f4	0.00165310039870233	0.000812653832043208	0.000381024926624348	2.00656820038507	0.000243620805892677	1.00592145966554
71	O176:PD36814f8	1.00231676015366	1.28487634738715	0.000430627853998849	3.20705215590831e-13	1.87165508463376	1.85633045301643
72	O176:PD37226e4	1.00692128651314	0.000769183438407979	0.000342051541298316	0.00036225053664653	1.00035546485656	2.00684669829486
73	O176:PD37226e5	1.0068568692181	0.000914181978545167	0.000403027016682361	1.00559385183917	0.000434569828019089	0.00138662373374625
74	O176:PD37265f	0.00154963494196643	0.00037776822247867	0.000389557716398485	2.00680822850117	1.00503386966032	0.00141940915154357
75	O176:PD37265f2	0.00152586795746144	0.00060893608329003	0.000380767912463387	0.000672962073806076	1.00524305127633	1.0071664821796
76	O176:PD37265f4	4.0116093164947	3.38763663372561e-13	0.000396858446369467	2.99571355447866	1.00646177489328	0.00138332700296873
77	O187:12	0.00222470441562517	0.000543433252474046	1.00427265306841	0.00104313789242476	1.00605117755058	0.0014631493133992
78	O187:PD36813e	0.00182314946595442	0.000477825540677767	0.000411231087758287	1.0063589246669	1.00490746819385	0.0016097293283945
79	O187:PD36813e5	0.337822402576546	2.91935590514064	0.0003271050222758	1.8222586333044	3.56772648470925e-13	1.93584877354505
80	O187:PD36813e6	2.96356691319643e-13	2.29741495001745	0.000437180753443893	0.751241155954456	3.96616014106465	0.000356972005275236
81	O187:PD36813t20	1.00733119792386	0.00059751380244182	0.000415662092530645	1.00537173451904	0.000462184303191929	0.00141082924035554
82	O187:PD36813x15	2.0056289671536	0.000307076429732455	0.000341087536095429	1.00424306013382	0.000250965294360709	1.00481683429672
83	O187:PD36813x16	0.000786661047467951	9.26635404340774e-05	1.00239168843522	3.00809316817554	0.000253240501300188	1.00395278381359
84	O189:PD36813ad17	0.00166482574401666	0.00105264623294283	0.000345829631736001	6.00653411673674	0.000184753321444403	0.00575864439656151
85	O189:PD36813ad2	2.96356691319643e-13	1.05829767801152	0.000488584459576845	0.984020442679051	1.97234531828238	0.00044622605279455
86	O189:PD36813ad6	0.00345781465579871	0.00100566879039036	1.00526679337294	0.00210767155857879	0.00126876358962244	0.00249329394656728
87	O189:PD36813ad8	0.00115847037349542	0.000229185613976819	0.000378337399148674	2.00631629352801	3.00654043567259	0.000952248838833748
88	O189:PD36813ad9	1.99878031730891	0.000732968528332465	0.000308021356933299	0.000371513325162811	0.000164402048623372	3.01524032736672
89	O189:PD36813d3	1.32060045658436	0.000250457640105971	0.00033185350513803	1.0037538285623	1.00303405578026	1.68761613565539
90	O189:PD36813d5	1.00998178563741	0.00128933342534924	0.000457933654839949	0.000797089694544377	0.00082932009033291	0.00224356321886657
91	O193:PD36814g4	0.280436876046565	0.000439145404202759	0.000443825862757189	1.00360115945923	1.72703804498073	1.00362759841911
92	O193:PD36814g7	0.00151162011367689	0.000338611926516096	0.000403994430851975	1.0064026426573	2.0056317095101	0.00129799788380855
93	O193:PD36814g8	1.32083888777306	3.38763663372561e-13	1.00146161650863	1.00444818161426	3.00116104990021	1.68767356934865
94	O193:PD37226f5	0.00148363874041452	0.000997917071547424	0.000398194404459163	0.000651696186097232	1.00485332966395	1.00721329652961
95	O193:PD37226f6	0.00190853144196542	0.000680016289205386	0.000379270365061571	1.00603854942044	0.000334325647379621	1.00624922483922
96	O193:PD37226f7	2.96356691319643e-13	1.18608766856	0.000340649880955708	3.20705215590831e-13	1.91974708964912	1.90943367898502
97	O193:PD37265g6	0.000965945353528158	1.11409015951042	0.000532788520274062	3.20705215590831e-13	1.89928667055937	0.000733110316678989
98	O193:PD37265g7	2.96356691319643e-13	3.89441721192759	0.000326184155516024	2.84142245423949	1.79693364766558	1.48251104038423
99	O193:PD37265g8	0.000594538305248955	0.000904828546245093	0.000313785715731537	0.000835909590725958	2.00853856759258	3.00440834269805
100	O208:PD36813ae	1.00548690340805	3.51003593365061e-06	0.000306626954183389	4.00477486895988	0.000241024853362839	2.00474628146668
101	O208:PD36813ae3	0.000719706147249462	8.4291963067763e-05	0.0002971582208502	1.00403826926158	1.00355680215734	3.00689160672854
102	O208:PD36813ae7	0.0200422309965305	0.00130038955673704	2.45262826851576	0.958416565358917	1.58289896446846	0.000301415717861861
103	O208:PD36813c	1.00673221199838	0.000534511928005209	13.0068158619218	0.000545024860277482	0.000207884927800836	0.000763811652160984
104	O208:PD36813c2	0.000675702769103974	0.000150160678644756	1.0023526396387	1.00417409815446	1.00342365694794	1.00481194138062
105	O208:PD36813c3	1.00568956768594	0.000436271844695969	2.18998026656739	2.03646284688758	1.00271086771862	1.78029712936992
106	O225:PD36814h2	2.96356691319643e-13	1.04031950116104	0.000343741488083758	1.96871088392424	3.56772648470925e-13	1.00621750235228
107	O225:PD36814h4	1.00171998976888	1.17542323342972	0.000342761953536722	1.00394114246354	1.93358355499618	0.900587574619205
108	O225:PD36814h6	0.00143334146393398	1.1466175185669	0.000455130486000538	0.000252287359104031	0.865837549604786	0.00101500147898743
109	O225:PD37226g5	3.00590082939324	0.000223815230258893	0.000357090571301337	0.000283391099453081	2.00604868401345	1.00277959661733
110	O225:PD37226g6	0.000586914143314261	3.42735063426668e-05	1.04685004968379	2.00537080853797	1.00116794011123	0.961568358306359
111	O225:PD37226g7	1.01029101075376	0.000926213645907193	0.000440049938409073	0.000811906121203116	0.00084778012406751	0.00228206074288876
112	O225:PD37265h5	1.00581365362336	0.000240700239499347	0.00036949682943169	2.00505146516994	1.00320169416241	0.000900504355796466
113	O225:PD37265h6	2.96356691319643e-13	1.06746944451122	0.000367992142467367	2.00658991497635	1.94089083684981	0.00027013773500555
114	O225:PD37265h8	0.00146976969904985	0.00080134669690266	0.000383502596921961	2.00450654552165	1.00579704017591	0.00262028928341333
115	O232:PD36814i	2.00562808739383	0.000240383062967557	0.000325844684644117	2.00458593587479	0.000239325946392546	1.00455855518924
116	O232:PD36814i3	1.00718557366331	0.000500789533039655	0.000405382080369015	0.000503047813405153	2.00559285149937	0.0014078722187136
117	O232:PD36814i4	2.01152570128558	0.000674053078393538	0.000412856413613047	0.000506198114493663	0.000570730119515696	0.00190851315213119
118	O232:PD37226h4	0.523172931004412	2.18515557345717	0.000370403332678878	3.20705215590831e-13	0.732272754972228	1.5746498101178
119	O232:PD37226h7	0.00196007185573247	0.000693611410003276	0.000423154491259535	0.00095094313586044	3.00993128609711	0.00163566480881989
120	O232:PD37226h8	0.00108045581605216	1.10142334075367e-08	0.00036591796882491	3.00638807146809	3.00685728591458	0.000873370943215941
121	O232:PD37265i2	2.00849230359309	0.000557890405193661	0.000387610624445103	1.00466797444271	0.000357840495454088	0.0011245391236194
122	O232:PD37265i7	0.00187635960006826	0.0009265897063428	0.000398233468383456	1.00551363157911	0.00030252803901011	1.00657258347014
123	O244:PD36814k2	0.000910723973654485	0.000252000741190051	0.000271057547779317	3.18667049487557	0.000230776139854268	3.82723288764407
124	O244:PD36814k6	2.00809986994026	0.000241637224484491	0.000366806874265997	2.00310525067183	1.00305931273199	0.00070368538314595
125	O244:PD36814k7	0.00161012693108537	0.000126944278078623	0.000351457257031458	3.00710032418806	0.000297224259824269	1.00608411573062
126	O244:PD36814k8	1.00699751080894	0.000744912489001581	0.000374099742745496	0.000470055054177577	0.000312170545588818	1.00670010581715
127	O244:PD37265k	0.675879259049035	1.29333335954508	1.04577189994899	3.20705215590831e-13	3.56772648470925e-13	0.00062877646113668
128	O244:PD37265k2	0.0309413444369551	0.00088191521280523	0.000436953893549465	0.980458508418578	0.000809007020066552	0.00206258669331569
129	O244:PD37265k3	1.00562476879329	0.000391085886073389	0.000363895415598431	0.000414185046580434	1.00324576364065	1.00555739989122
130	O251:PD36813ac15	0.692751430274269	1.37063199677474	0.000381531335170831	1.95150406918665	3.56772648470925e-13	0.000325829390999548
131	O251:PD36813ac16	1.01001978527479	0.00126799466496125	0.00043650725289503	0.000798113878387182	0.000830406738907698	0.00224621763189564
132	O251:PD36813ac18	0.00101590034488554	0.000166364701244303	0.000375590791674927	1.00443851119052	2.0060094971218	1.00358055764742
133	O251:PD36813ac2	0.00178701599306788	0.000838985288616122	0.000408230501536219	1.00592439139593	1.00505907253226	0.00157064051993036
134	O251:PD36813ac4	2.96356691319643e-13	1.06726903244514	1.00229003396608	2.94587195108883	3.56772648470925e-13	0.00015146651293482
135	O251:PD36813ac7	0.00149356086660971	0.000420587140658877	0.000344330928833903	1.00515678580174	0.000273956497157938	2.00790053123466
136	O251:PD36813b4	1.32200028388005	6.61887795797594e-06	0.000318023376415372	2.00109847302325	1.0033903684397	1.68876318683494
137	O251:PD36813b5	1.00352948981776	0.000369509560496071	0.000288930411610331	0.00035505932175417	0.000205325511110353	4.0108500247996
138	O251:PD36813b6	0.00125422058015569	0.000594848405118762	0.000374204493852994	0.00060587737337131	2.0061898423284	1.00657732459988
139	O311:7	0.00242023766609721	0.000854310066431689	14.009041027174	0.00136957907182669	0.000446965235474232	0.00146817762834972
140	O311:PD37512a11	0.999760508932294	0.000261105202712962	0.00033681271888272	0.000345352659551326	4.01054736198377	2.00434053116215
141	O311:PD37512a4	1.16270079994904	0.00024328170472372	0.000262225190428933	2.12988805331905	0.000205454778054697	3.7222774326234
142	O311:PD37512a5	0.0011381364411162	0.000145180417656636	0.000307448800615856	2.00556550853592	0.000260195366500901	3.00816324992341
143	O311:PD37512b	0.00345788089986153	0.00100565389590103	1.00526653442949	0.00210775810440462	0.00126877780379662	0.00249340077931262
144	O311:PD37512b7	0.000493165576692708	0.000917398232490752	7.00509859261753	0.000264641442487885	0.00016314636616901	2.00866286975127
145	O325:PD37513a13	2.96356691319643e-13	1.25669382260706	0.000363782528503767	1.90639514088676	2.85165528734639	0.000481724992110551
146	O325:PD37513a2	0.000926130610969237	0.000274723875877715	0.000340233702417439	0.000531954626383039	2.00444947454082	2.0090736289851
147	O325:PD37513a20	2.00593131382259	0.000366721404530473	0.000308596746753055	0.000310532914574435	0.000209397227893697	3.0084709786307
148	O325:PD37513a21	0.622192083516877	1.6721211761278	0.000373820644008707	0.818915297053022	5.90176047633163	0.000236157801718987
149	O325:PD37513a3	1.01332209464719	0.000812938522959113	0.00038392563965435	1.99956398981199	0.000304769571857808	0.00119160308854036
150	O325:PD37513b5	0.00270972636020959	0.00115025696776358	0.000456354539051225	0.00146637389515182	1.00741153060191	0.0024039906617911
151	O325:PD37513b7	1.00537773239335	0.000689652175334476	0.00036950764676259	1.00455910311719	0.000230031170253405	1.00436293451689
152	O325:PD37513b8	0.002888384715277	0.00126841682754287	0.000445177567215759	1.00795646245503	0.000816261302946762	0.00221537312557689
153	O333:PD36814l2	0.000816782915546598	0.0009833378971067	0.000351041043787788	0.000599262452474979	2.00118805569141	2.01165767867518
154	O333:PD36814l4	2.00810000943625	9.05200473079731e-05	0.000370782366333432	2.0084114552394	0.997886104138326	0.000717646725297457
155	O333:PD36814l7	1.92280757066786	3.38763663372561e-13	0.000320016366377765	2.25805601595119	5.07225042889985	1.76213267947304
156	O333:PD36814l8	0.000984683495238064	0.000375142837336966	0.00037266238522399	1.00486615983572	2.0032930662915	1.00569470940449
157	O333:PD37226i5	0.00152586795746144	0.00060893608329003	0.000380767912463387	0.000672962073806076	1.00524305127633	1.0071664821796
158	O333:PD37226i6	0.419824422847286	2.58942390956044	0.000524556057242193	0.000462457300908326	0.000641166303984933	0.00475095876669866
159	O333:PD37226i7	0.964024178228994	0.00037942967915403	1.04561217241132	1.00225409513743	1.00294335331136	0.000374233082754949
160	O333:PD37226i8	0.000822501917717057	0.000106716605555512	0.000331775832689937	2.00501577949789	1.00411173142072	2.00518963602757
161	O333:PD37265l2	4.84839485137283	0.000428209982461668	0.000371812583102322	0.00027701308171193	2.16523466536921	0.000884965344744188
162	O333:PD37265l6	0.00196125440874792	0.000682997292144845	0.000425430159871874	0.000951187574040804	3.00993450384987	0.00163935839003895
163	O337:33	0.00224298770224627	0.00360410792961316	0.000428589993651784	0.000734962049442659	0.000347437509016207	1.00824177054491
164	O337:PD36814m5	3.89661485157141	3.38763663372561e-13	0.00030865079262933	3.00426417704334	1.11160470957634	1.00277211369687
165	O337:PD36814m8	1.94592408071747	0.0731372202085065	1.02586388090402	5.63193271852741	0.944404888641239	3.39427840052914
166	O337:PD37226j4	1.00961977655593	0.000454256954597855	1.10181679356297	0.000119268654811271	1.00393880239063	0.899648241180693
167	O337:PD37226j5	2.0004499039535	0.00141264365381461	1.00136479733121	1.35403371633558	1.00367480119021	1.65464685354104
168	O337:PD37226j6	4.06008016292286	2.99224238661077	0.000272430815446843	1.13492489113065	3.56772648470925e-13	2.82809674709861
169	O337:PD37226j7	6.80381627097238	2.17909431552666	1.11154165591385	3.20705215590831e-13	3.56772648470925e-13	1.92116432580054
170	O337:PD37226j8	7.7404939048219	2.51652402524969	0.000345636018440008	0.758223027495062	3.56772648470925e-13	2.55343389816003e-05
171	O337:PD37226o4	4.91618721992897	5.58763859327801	2.97638482415876	2.10414148642329	0.995330548678011	6.43594921840766
172	O337:PD37226o5	3.2986915770009	3.50516633172078	2.14200620621547	2.99706200636578	1.1906249687673	2.88205139379688
173	O337:PD37226p7	5.64961847382947	1.93934862510487	0.000141851680664824	1.06064736203755	4.86690661420752	7.49893223211924
174	O337:PD37265m3	2.72991867453787	1.45931868002661	2.25026669801276	2.3694447662426	2.8274640247581	3.37917140001567
175	O337:PD37265m4	2.48548641733584	1.91010936557452	0.000299377237274996	1.0429734931978	2.09720735031373	2.47952778565756
176	O340:PD37226k2	2.47216761735651	0.000414220993168995	0.000404978704085671	3.00579476982587	0.000241501629027283	2.53654446398118
177	O340:PD37226k5	4.01774046289859	0.000258188703197466	0.000310190628119804	1.6960187807392	1.00282269276251	1.29842710419695
178	O340:PD37226k6	4.99044615895997	0.00015590208397243	1.02083594678572	0.000108363596270407	3.00347279021658	0.000570773424933227
179	O340:PD37226k8	2.96356691319643e-13	1.18465482145239	0.000365997687308625	0.873904720416319	3.56772648470925e-13	1.95667826942986
180	O340:PD37457e6	0.00223968053790047	0.000917622395689568	0.000437749441477663	0.0011083101299061	2.00898674393605	0.00190637647396119
181	O340:PD37457f4	0.000560194910527306	0.000557646289892729	0.000336352631154015	1.0036629810871	5.00785096561253	2.00261287209615
182	O340:PD37457f7	0.632904460716755	1.62864335947944	0.000421363783133616	0.823217581416123	1.93081702573336	0.999601472701236
183	O342:PD37514a	0.657364145028089	1.51788189682277	0.00036293486753268	0.835758909275238	3.56772648470925e-13	1.004239413868
184	O342:PD37514a2	0.00197790230222714	0.000426458713473895	1.00424111282855	1.00738060938341	0.000441375318645781	0.001122637600594
185	O342:PD37514a3	0.00128053296970079	0.000378720874265403	0.000375355735551153	0.000618277241198337	2.00545935421631	1.00748407539066
186	O342:PD37514b3	0.0147401285025384	0.00110602011704416	0.000500210056880224	0.00086746114905712	2.99688594967417	0.00149497802238668
187	O342:PD37514b7	0.00246545608114595	0.000902587674981592	0.000422145946448123	2.00928860508225	0.000509050385977651	0.00199236007979189
188	O342:PD37514b8	1.00699255679104	0.000939364928794122	0.000392271126569451	0.000463498212132288	0.000291116234407652	1.00652004939615
189	O395:PD37226l5	1.97857101438214	0.000238875474988731	1.02708458705078	0.000804431867677901	1.00057599144183	1.00832127688235
190	O395:PD37226l6	1.00693594057338	0.00123925389426826	0.00039169530928401	0.000452869373542432	0.000258629864055004	1.00632047115456
191	O395:PD37226l7	1.99435491820369	0.000745833475463771	0.0004559329959386	0.000458682027263222	0.000830871967240609	0.0187518280253703
192	O395:PD37226l8	1.00567747582145	0.000767972839766269	0.000395842438554005	0.000371047871847115	2.00316820415833	1.00521481125126
193	O395:PD37457b4	0.002888384715277	0.00126841682754287	0.000445177567215759	1.00795646245503	0.000816261302946762	0.00221537312557689
194	O395:PD37457b5	0.00272867925716563	0.000921254924922898	0.000458051887932296	0.00148131463250656	1.00757580048903	0.00243312891046251
195	O395:PD37457g5	3.00607698326658	0.000852742725238372	0.000389187959046221	1.00315171394544	1.00355597062521	0.00155885722101407
196	O401:PD37226m5	0.00116887526113021	0.000438677500371861	0.000400413713330994	1.00444026144957	1.0050063960024	1.00413355121749
197	O401:PD37226m7	1.78109904232868	0.000232911802752544	0.000350251542363508	2.78344933268541	1.22734250515425	1.223094447033
198	O401:PD37226m8	0.00224664860215597	0.000817287156407331	0.000435604133088813	0.00111663538726399	2.00906324469426	0.00191706163688675
199	O401:PD37457c4	0.99161184457364	0.000189328136867759	0.000381846870740844	1.01649522689546	2.00600811876265	0.000899150405377639
200	O401:PD37457h2	0.00244609221664387	0.00128168545684947	0.000423499340668646	0.000828988401161819	0.000559890320054687	1.01005967317755
201	O401:PD37457h5	0.700463063349997	1.33403142751304	0.000408011420490055	1.98435533848582	1.996202917145	0.00012988254259367
202	O438:PD37457i4	1.81131613004257	1.86956355931962	0.00038724831752011	3.20705215590831e-13	3.68898085814986	1.6453638474702
203	O438:PD37457i5	0.865830933017983	2.44823222834967	0.000403020359805567	3.20705215590831e-13	0.700596616202909	0.000561501503920685
204	O438:PD37457j7	0.00102705264511233	0.000129345554272717	0.000355057795102596	1.00444868560664	2.01356578149742	0.996060486264344
205	O438:PD37457j8	0.000836755567659123	9.96517671439931e-05	0.000334918520623732	2.01033919525159	2.99566922298046	1.00829503270972
206	OO10:PD36814d5	3.00893602334853	0.000442624762457903	0.000349220472330697	0.000309577013506598	0.000250297186257671	1.00530917084586
207	OO10:PD36814d6	0.00103051925064389	0.000100680920192547	0.00035498127636615	0.991747772995913	2.01070858824231	1.01164399385066
208	OO10:PD36814d7	1.00335862849927	0.000128433583959534	0.000336552749125311	2.00627847078965	0.000267459597584377	1.00520953989702
209	OO10:PD36814d8	1.00271924396069	0.000194143476780311	0.000343543519205724	1.00422312191473	1.00346164690227	1.00464550717605
210	OO10:PD37226c5	2.96356691319643e-13	1.15930072121181	0.000375830207533483	1.99466206242885	0.860794797422934	0.000457910337396058
211	OO10:PD37226c6	0.0014887052978899	0.000582195936584681	0.000401207450834162	1.0055371324479	2.00630689039326	0.00127045499414656
212	OO10:PD37226c7	0.000728103260333814	0.00077128786971014	0.000311919791771167	0.000543444382063962	1.00411919961349	3.00912377468545
213	OO10:PD37226c8	2.0083641005584	0.000461068251154785	0.000394998809455499	0.000412529494982145	1.00453939873407	0.00142420223022786
214	OO10:PD37265d	0.000130619988886811	2.33916304192999	0.00039195163427498	0.959839994728991	0.715437445868995	0.000651424610525112
215	OO10:PD37265d5	0.00106032890074992	0.000106877802159124	0.000343103343376335	2.00539348312107	1.00405226570448	1.00462225033396
216	OO10:PD37265d8	0.000568860270068841	3.38763663372561e-13	0.000267321519669902	2.00345860967981	1.00006300883781	4.01122001817533
