	sample_name_R	indel_COL_A	indel_COL_B	indel_COL_C	indel_COL_D	indel_COL_E
147	O251:4	1.0765898653413e-12	16.9447208310447	0.719459125164783	5.79951848101042	5.55289915425033
148	O251:5	24.4284407008832	44.3452147786057	8.77926278705854	10.4734038429752	18.9902754751178
149	O251:6	17.3440217710575	19.2993766781623	7.98645667757857	7.74606511325537	32.6406644987125
150	O251:7	22.317871017771	96.2554010666555	19.2343107950506	13.3224953912874	36.8865439714011
151	O251:8	25.2221857081425	42.4797965416439	14.9972686176075	23.0208049856522	55.2965054256632
152	O251:9	16.3156208123451	76.2431828477106	30.1832908403318	13.8924973541447	22.382023213514
153	O311:1	12.5540233164632	39.3338043200308	8.93442831762822	6.16329759024356	0.031057600579391
154	O311:2	12.2452304595099	54.0914498133923	11.3658255753488	9.31184888819323	0.00225988714624057
155	O311:3	2.01304278521437	27.1018548398916	8.91148193522478	13.8089606265617	5.18124831591579
156	O311:5	12.2607843555999	39.3032894408586	87.7722163488935	18.6803064920668	1.26020846094182e-12
157	O311:7	1.92660115803617	1.75295900369491e-12	36.1725922001019	14.722587794027	6.19479157748287
158	O325:1	13.2199070310756	31.0341606677086	49.7879173672523	11.0428590677704	14.9317531407582
159	O325:11	4.90909199896605	5.55321302064686	3.18902209823289	0.000107295235756506	1.36516813536736
160	O325:12	10.7429146549478	1.27263013136932	0.000731356716594469	0.000322251674040089	1.26020846094182e-12
161	O325:16	0.000890255884134444	0.00648478978468591	0.000295356158258449	0.000226994063660754	1.0087023289382
162	O325:17	1.0765898653413e-12	1.75295900369491e-12	17.6789647779371	3.11472119992733	1.2229097863714
163	O325:2	14.7681210696371	25.7939033783995	67.5369008130067	8.13877486481692	7.77890386716569
164	O325:3	15.4912950446317	18.8771756770166	11.4717594988932	4.76724152541526	0.409128655641195
165	O325:4	15.035250937106	12.5085858265409	10.703232229355	2.76953150894672	1.26020846094182e-12
166	O325:5	11.7912576946684	10.223528498438	14.1603103210662	6.42845588112853	7.41303829027098
167	O325:6	0.974136780053043	9.97819894834871	8.52329313006104	3.72438097697534	3.81658888507887
168	O325:7	3.59308977019687	22.4749929907882	20.9529030354183	5.55464587648592	4.44097234641021
169	O325:8	1.18368846225729	2.82651001306386	0.000238814292159632	0.00164215976405305	0.00452210278080983
170	O325:9	1.01127975175491	0.000447333864533982	0.000216484643549245	0.0010766122715202	0.00357958621316429
171	O333:1	6.22548624285957	4.9421016298118	11.5143166595681	4.69240999264373	2.6422785189622
172	O333:10	15.3710482296494	25.0974138852281	1.25332360538605e-12	4.54814126942399	1.26020846094182e-12
173	O333:13	0.00178963414964627	2.99925928478906	0.000270779922169877	0.000518870859614337	0.0147633603020526
174	O333:2	9.69842965612301	15.9816382713391	3.0631816035229	4.51550290604653	4.75784553085999
175	O333:3	3.97091867934808	10.2068547564775	6.62750021207098	5.21126777597237	5.45003574418344e-05
176	O333:4	1.47374446255393	52.8256128824753	10.3772029289755	1.23063851345832	0.109433879284392
177	O333:5	12.8435689026252	46.9541567603181	12.2189034651834	8.70237272952086e-13	1.26020846094182e-12
178	O333:6	14.8000013929645	1.75295900369491e-12	2.99761900705379	3.91852323519661	9.30044282862695
179	O333:7	20.1719273722727	15.6658835137991	7.55828765301256	3.70477598095409	9.91572175413315
180	O333:8	0.000591844219295546	9.15241078018396	1.85682419030594	0.000180781126394782	0.00659857070592249
181	O333:9	16.0319336433384	29.2184169560069	5.63867349256709	9.61654579821555	0.511026250893308
182	O337:7	8.06494917617509	17.7991799241693	35.4660351048082	4.67725610539352	10.0091819963028
183	O337:8	14.2852455264157	8.5957046037497	20.5301405211403	2.78327684690332	15.8222276367839
184	O337:9	37.0724671141514	80.8810089603993	65.4995415384634	20.1433471535916	29.4202388166225
185	O340:1	1.0765898653413e-12	14.4279666352955	1.36550013840952	1.20315668526103	0.0199835684325496
186	O340:2	9.88491637032352	38.5530493784588	7.8403153647211	5.588014300384	0.150316823839141
187	O340:3	22.8073834740067	52.4457514617367	0.0119060418485808	4.00476508592222	23.7468078461811
188	O340:4	2.68296361419451	38.5467384693093	9.61233541607076	7.7398056341679	9.434763991959
189	O340:5	1.0765898653413e-12	24.501029820328	9.77336226877004	1.35389691548244	18.3883203266369
190	O340:6	8.98645181412164	24.6319386236114	9.03637837282273	1.40435313436742	1.95748977387429
191	O340:7	5.63500402302346	33.4291629889948	13.8120453913828	3.70481100354021	5.43558973525183
192	O342:1	9.33243319860294	40.1363538860036	1.82849662541075	1.82945195691459	4.88988327706018
193	O342:10	0.00287518545386448	1.00932721115162	0.000287894162450814	0.000321473879262095	0.00378888439339096
194	O342:2	10.160435144284	39.8869080022458	6.61276126103279	3.26092984149058	20.0955778816255
195	O342:3	2.48997142731257	43.5919830175664	8.43439702074076	1.24472701568325	6.2555459952544
196	O342:4	16.0690734894412	32.162647056642	2.70310338820705	2.51718206949867	9.5646036926256
197	O342:5	6.38162169756005	9.6349165656932	0.000332802240251809	3.98117650531117	0.0185490243390681
198	O342:7	17.6034719252319	9.27361613579073	6.38307648945035	2.48027674657396	8.27615423374471
199	O395:1	11.2762566356516	7.10112073495815	4.45334579059536	1.18587706896207	1.26020846094182e-12
200	O395:3	0.000890255884134444	0.00648478978468591	0.000295356158258449	0.000226994063660754	1.0087023289382
201	O395:4	0.00141538993107679	0.00201759672338659	0.00029464062744394	0.000224757496824684	3.01264678331177
202	O395:5	2.19383337049307	36.3173885018565	5.79567638060556	7.66779183467527	0.0419179137123146
203	O395:6	11.1360538161485	15.6382813325703	11.1340921456746	1.35675257892665	4.75142517835894
204	O395:7	1.71712603872977	14.2627247427754	22.5675331198166	8.46899853264384	0.000212179216541775
205	O395:8	4.43678267189971	10.6692955015494	9.01153992984192	2.8169612247546	3.08202119214283
206	O401:1	5.0507983592725	3.96530546651327	0.000216861961179184	0.00028073007361574	1.26020846094182e-12
207	O401:2	2.63811720279985	18.8620064195713	6.38349814250048	4.95888874156185	18.1740867661462
208	O401:3	3.83681947108972	15.2211370087328	5.77558021756082	4.44070211321271	2.74236108418466
209	O401:4	9.8129788135698	15.1918099712063	10.5362597771754	7.03950501180805	7.43603899116981
210	O401:5	18.1965097371513	13.8763018748418	10.3000826665859	3.60165120798576	7.04205147226132
211	O401:6	12.6059845480931	26.5845104880318	0.00378636926143007	5.82232094667446	1.26020846094182e-12
212	O401:8	1.0765898653413e-12	0.00130667555149468	1.05091251593668	0.000145226697026074	0.964235464472598
213	O438:1	7.62088875346572	21.8531874345351	13.7975143405468	7.74500789707831	1.26020846094182e-12
214	O438:2	0.573793072198214	21.8431613653732	9.73566277722574	14.2476306360786	2.61633750764809
215	O438:3	6.00365178035389	48.8595298261409	4.60454557866226	6.54074648061318	0.00814372478211214
216	O438:4	1.60264290638689	4.9130042984325	0.000303106711657022	0.000254321527512982	5.50039665518957
217	O438:6	2.02341722326873	1.99061409929614	0.000231899428818836	0.000375548014165031	0.00196205639235143
218	O438:7	1.90895717984589	6.99211006990107	2.11170168533536	2.68583826877053e-05	0.00380858511548252
219	OO10:1	9.90641448572335	30.8423286319415	0.00219927612320417	1.26567267371553	1.26020846094182e-12
220	OO10:10	2.21381717507072	8.96550280972405	1.89549738563742	2.77246524646829	11.169314156507
221	OO10:11	4.82223939684673	34.05677577132	1.70446886192131	4.43312799535071	1.26020846094182e-12
222	OO10:13	1.8520773748343	0.152059976890517	0.000205563280952956	0.0112018499764571	0.00105489163552062
223	OO10:15	0.00851115663115498	3.00477047354724	0.000245599693812064	0.000373692019392279	0.00270101379737345
224	OO10:18	1.0765898653413e-12	0.00293833913806954	1.03941519026652	0.000122989374727744	0.974123360619595
225	OO10:2	9.17778878321645	25.1392300177566	3.98929429515884	6.61451931563887	0.0957686916964706
226	OO10:20	0.00437148756807406	1.00713944634759	0.000227738242820554	0.000294482283662391	0.0045674926804825
227	OO10:3	10.3254452938058	20.6098008081313	4.97851560118884	2.10284565040476	1.26020846094182e-12
228	OO10:4	19.3487988887625	33.0641155087144	4.92076355799267	7.68128040386779	0.00164352829199313
229	OO10:5	14.2020696864841	19.8016364162743	3.59132682534251	4.63076196683991	2.79080490259342
230	OO10:6	1.0765898653413e-12	21.1183172819145	119.91702206872	30.963483297089	0.0177443352621321
231	OO10:7	0.0772808295274867	1.75571563805881e-12	115.881681003367	27.0506020509473	0.00699692195497557
232	OO10:8	1.0765898653413e-12	6.12297543243572	19.9372681699274	2.71114287879657	2.24521410005975
233	OO10:9	13.4488523569422	9.62264829500528	72.4943790306101	13.4507061132849	1.26020846094182e-12
234	OO13:1	1.0765898653413e-12	28.0433407362462	21.9264769387984	31.9490318165783	0.0977060623085195
235	OO13:15	0.000890255884134444	0.00648478978468591	0.000295356158258449	0.000226994063660754	1.0087023289382
236	OO13:16	0.0159281997212021	1.75295900369491e-12	7.18172907821159e-05	0.994590575326468	0.00600735975376902
237	OO13:2	8.89259229804706	21.7404709140056	52.133491476333	22.7843921683004	6.4656239540887
238	OO13:3	0.805228181622583	11.2301814107614	40.2739218627789	6.70181004488023	0.00545749296230682
239	OO13:4	3.24591953532053	32.5102983120192	44.9272521637621	59.5381630845393	0.794871004950168
240	OO13:5	1.7125999954567	38.9947262167963	30.5914098441066	44.2186207163217	9.49917888991515
241	OO13:6	21.99804656728	33.7811875646555	56.852979752529	56.38427407198	2.11124273475736e-05
242	OO13:7	14.6304035282491	58.3222227540439	44.0108195230525	50.0530919520073	1.26020846094182e-12
243	OO13:8	0.0213123275356305	34.6169194611103	42.8477340360969	14.5125633998441	0.0180693566275892
244	OO13:9	8.51898899424774	5.48798286526169	20.6580182774469	16.1604400844455	1.19114079761993
245	OO23:1	10.12976056184	27.6018355011326	0.000499689754340533	1.27593063712262	0.00858651232609603
246	OO23:2	14.3863305166079	38.8471515888979	6.88402037847763	2.89911398201899	3.73731355830796e-07
247	OO23:3	21.5577763762543	32.025775043741	6.25794494671391	7.14773241547999	12.0273698983097
248	OO23:4	18.0015252391819	45.0335660759893	12.085932216817	8.57259683782929	18.3229836660331
249	OO23:7	0.00136135278784746	0.00537224453843645	0.000507064154752969	0.000221992428050241	1.00913707001557
250	OO35:1	12.1813546284725	35.1348769385501	6.14552236878399	7.55485133998473	1.26020846094182e-12
251	OO35:2	18.5839793711827	25.7913432448331	7.13158701103474	1.30821004524459	6.20148938282612
252	OO35:3	17.6470104148502	41.4402054970392	10.929408390865	8.70237272952086e-13	1.26020846094182e-12
253	OO35:5	2.0104879033673	0.00386122788694946	0.000229045659263698	0.000369903227751945	0.00165146715020781
254	OO39:1	0.00601017731732638	58.6453679404803	21.3633393016315	8.70237272952086e-13	0.00192344461870956
255	OO39:2	10.7036439239149	29.5774722926101	10.3626387572266	7.37284801926302	1.26020846094182e-12
256	OO39:3	10.6276794224246	49.4700127480983	8.69570426406635	7.70846558777398	26.514745573577
257	OO39:4	16.9810255582001	68.2785224327017	19.0779266038095	4.12919205711817	3.54996681159031
258	OO39:5	1.0765898653413e-12	1.42787427798338	2.77895886278446	8.70237272952086e-13	2.80976739711214
259	OO39:8	1.11110609711582	1.75295900369491e-12	3.16936064131997	2.9104426152258	2.8256840852496
260	OO82:1	2.26995410022537	58.1461466427048	3.84489834108442	3.06589382429391	8.68973594862189
261	OO82:10	20.7841269731109	58.1474032154845	0.431183842942457	15.0036810754204	39.6501960146267
262	OO82:11	9.04247380493895	57.904407018918	8.24117221739632	1.76459902340593	9.06397829747046
263	OO82:2	10.5835553769111	12.9051232351009	0.0114447170867365	3.03402747979602	12.4824454504388
264	OO82:3	5.2961902660842	29.7961317576073	3.66170782430672	7.14131189937913	3.12126127368036
265	OO82:4	1.08642965167889	6.14651102448373	12.7895751191805	4.2388348182298	13.7552424090559
266	OO82:5	9.48017293175633	21.0627143548969	35.9091023017294	11.663600297752	13.9009988460762
267	OO82:6	5.99876651618307	49.8308866099644	7.44164793454083	5.87563515234624	20.8696778079302
268	OO82:7	8.98566348128766	30.3885768789924	3.13646486320855	6.36130222910201	40.1445864148362
269	OO82:8	12.7938742056353	64.5974921352868	3.16952581875649	7.99475147959292	9.46097657307006
270	OO82:9	10.9114326041536	50.3533130912807	5.44003994378805	1.31184246635281	1.26020846094182e-12
271	OO94:1	6.21839426285481	22.7818813566649	7.4958968130077	3.19215557911239	9.32827721210547
272	OO94:10	10.0537504573846	27.3939904889635	20.0062195236819	8.64855746440312	17.9140775893321
273	OO94:12	0.000170889558149544	1.77746168377466	0.223567917148742	0.000584609327515774	0.0148160735230763
274	OO94:14	0.00287518545386448	1.00932721115162	0.000287894162450814	0.000321473879262095	0.00378888439339096
275	OO94:15	0.00377687358168376	0.000323305448599262	0.000183716600288163	1.00836939697561	0.00394463472601908
276	OO94:16	0.000890255884134444	0.00648478978468591	0.000295356158258449	0.000226994063660754	1.0087023289382
277	OO94:17	0.000983098466074435	2.25763239823378	0.000218023775183244	0.000310763220381168	0.757456963104422
278	OO94:18	0.000890255884134444	0.00648478978468591	0.000295356158258449	0.000226994063660754	1.0087023289382
279	OO94:2	8.49535869975939	32.0200830526899	13.7164428662769	2.65390592724604	21.1308188487597
280	OO94:3	20.7035354059809	26.7245187388735	8.58021406161898	4.00833734517862	1.26020846094182e-12
